1,100000,39321,
2,100000,0,
3,100000,39321,
4,100000,0, 
1,200000,39321,
2,200000,0,
3,200000,34952,
4,200000,4369,
1,300000,39321,
2,300000,0,
3,300000,30583,
4,300000,8738,
1,400000,39321,
2,400000,0,
3,400000,26214,
4,400000,13107,
1,500000,39321,
2,500000,0,
3,500000,21845,
4,500000,17476,
1,600000,39321,
2,600000,0,
3,600000,17476,
4,600000,21845,
1,700000,39321,
2,700000,0,
3,700000,13107,
4,700000,26214,
1,800000,39321,
2,800000,0,
3,800000,8738,
4,800000,30583,
1,900000,39321,
2,900000,0,
3,900000,4369,
4,900000,34952,
1,1000000,39321,
2,1000000,0,
3,1000000,0,
4,1000000,39321,
1,1100000,34952,
2,1100000,4369,
3,1100000,0,
4,1100000,39321,
1,1200000,34952,
2,1200000,4369,
3,1200000,4369,
4,1200000,34952,
1,1300000,34952,
2,1300000,4369,
3,1300000,8738,
4,1300000,30583,
1,1400000,34952,
2,1400000,4369,
3,1400000,13107,
4,1400000,26214,
1,1500000,34952,
2,1500000,4369,
3,1500000,17476,
4,1500000,21845,
1,1600000,34952,
2,1600000,4369,
3,1600000,21845,
4,1600000,17476,
1,1700000,34952,
2,1700000,4369,
3,1700000,26214,
4,1700000,13107,
1,1800000,34952,
2,1800000,4369,
3,1800000,30583,
4,1800000,8738,
1,1900000,34952,
2,1900000,4369,
3,1900000,34952,
4,1900000,4369,
1,2000000,34952,
2,2000000,4369,
3,2000000,39321,
4,2000000,0,
1,2100000,30583,
2,2100000,8738,
3,2100000,39321,
4,2100000,0,
1,2200000,30583,
2,2200000,8738,
3,2200000,34952,
4,2200000,4369,
1,2300000,30583,
2,2300000,8738,
3,2300000,30583,
4,2300000,8738,
1,2400000,30583,
2,2400000,8738,
3,2400000,26214,
4,2400000,13107,
1,2500000,30583,
2,2500000,8738,
3,2500000,21845,
4,2500000,17476,
1,2600000,30583,
2,2600000,8738,
3,2600000,17476,
4,2600000,21845,
1,2700000,30583,
2,2700000,8738,
3,2700000,13107,
4,2700000,26214,
1,2800000,30583,
2,2800000,8738,
3,2800000,8738,
4,2800000,30583,
1,2900000,30583,
2,2900000,8738,
3,2900000,4369,
4,2900000,34952,
1,3000000,30583,
2,3000000,8738,
3,3000000,0,
4,3000000,39321,
1,3100000,26214,
2,3100000,13107,
3,3100000,0,
4,3100000,39321,
1,3200000,26214,
2,3200000,13107,
3,3200000,4369,
4,3200000,34952,
1,3300000,26214,
2,3300000,13107,
3,3300000,8738,
4,3300000,30583,
1,3400000,26214,
2,3400000,13107,
3,3400000,13107,
4,3400000,26214,
1,3500000,26214,
2,3500000,13107,
3,3500000,17476,
4,3500000,21845,
1,3600000,26214,
2,3600000,13107,
3,3600000,21845,
4,3600000,17476,
1,3700000,26214,
2,3700000,13107,
3,3700000,26214,
4,3700000,13107,
1,3800000,26214,
2,3800000,13107,
3,3800000,30583,
4,3800000,8738,
1,3900000,26214,
2,3900000,13107,
3,3900000,34952,
4,3900000,4369,
1,4000000,26214,
2,4000000,13107,
3,4000000,39321,
4,4000000,0,
1,4100000,21845,
2,4100000,17476,
3,4100000,39321,
4,4100000,0,
1,4200000,21845,
2,4200000,17476,
3,4200000,34952,
4,4200000,4369,
1,4300000,21845,
2,4300000,17476,
3,4300000,30583,
4,4300000,8738,
1,4400000,21845,
2,4400000,17476,
3,4400000,26214,
4,4400000,13107,
1,4500000,21845,
2,4500000,17476,
3,4500000,21845,
4,4500000,17476,
1,4600000,21845,
2,4600000,17476,
3,4600000,17476,
4,4600000,21845,
1,4700000,21845,
2,4700000,17476,
3,4700000,13107,
