1,0,39345,
2,0,0,
3,0,39345,
4,0,0, 
1,250000,39345,
2,250000,0,
3,250000,26230,
4,250000,13115,
1,500000,39345,
2,500000,0,
3,500000,13115,
4,500000,26230,
1,750000,39345,
2,750000,0,
3,750000,0,
4,750000,39345,
1,1000000,26230,
2,1000000,13115,
3,1000000,0,
4,1000000,39345,
1,1250000,26230,
2,1250000,13115,
3,1250000,13115,
4,1250000,26230,
1,1500000,26230,
2,1500000,13115,
3,1500000,26230,
4,1500000,13115,
1,1750000,26230,
2,1750000,13115,
3,1750000,39345,
4,1750000,0,
1,2000000,13115,
2,2000000,26230,
3,2000000,39345,
4,2000000,0,
1,2250000,13115,
2,2250000,26230,
3,2250000,26230,
4,2250000,13115,
1,2500000,13115,
2,2500000,26230,
3,2500000,13115,
4,2500000,26230,
1,2750000,13115,
2,2750000,26230,
3,2750000,0,
4,2750000,39345,
1,3000000,0,
2,3000000,39345,
3,3000000,0,
4,3000000,39345,
1,3250000,0,
2,3250000,39345,
3,3250000,13115,
4,3250000,26230,
1,3500000,0,
2,3500000,39345,
3,3500000,26230,
4,3500000,13115,
1,3750000,0,
2,3750000,39345,
3,3750000,39345,
4,3750000,0,
1,4000000,13115,
2,4000000,26230,
3,4000000,39345,
4,4000000,0,
1,4250000,26230,
2,4250000,13115,
3,4250000,39345,
4,4250000,0,
1,4500000,39345,
2,4500000,0,
3,4500000,39345,
4,4500000,0,
